metric,values,metric_name
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth8fa9f87', 'device': 'veth8fa9f87', 'dimension': 'received', 'family': 'veth8fa9f87', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0.0672'], [1742291880, '0.4304691'], [1742291940, '0.5344001'], [1742292000, '0.2112'], [1742292060, '1.4528973'], [1742292120, '0.1728'], [1742292180, '0.3715073'], [1742292240, '0.2176'], [1742292300, '0'], [1742292360, '0.0672'], [1742292420, '3.0432'], [1742292480, '0.1056'], [1742292540, '0.2565167'], [1742292600, '0.1056'], [1742292660, '1.544669'], [1742292720, '0.2784'], [1742292780, '0.1056'], [1742292840, '0.2176'], [1742292900, '0'], [1742292960, '1.5304764'], [1742293020, '1.5304764'], [1742293080, '1.5304764'], [1742293140, '0.0672'], [1742293200, '0.0672'], [1742293260, '0.0672'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0.284035'], [1742293740, '0'], [1742293800, '0.0661816'], [1742293860, '0.1344'], [1742293920, '0.1056'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth8fa9f87', 'device': 'veth8fa9f87', 'dimension': 'sent', 'family': 'veth8fa9f87', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.0672'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '-0.0672'], [1742291880, '-0.4970264'], [1742291940, '-0.5407999'], [1742292000, '-0.2112'], [1742292060, '-4.1493954'], [1742292120, '-0.1728'], [1742292180, '-0.3715073'], [1742292240, '-0.224'], [1742292300, '0'], [1742292360, '-0.0672'], [1742292420, '-3.0864'], [1742292480, '-0.1056'], [1742292540, '-0.2629167'], [1742292600, '-0.1056'], [1742292660, '-4.191431'], [1742292720, '-0.2784'], [1742292780, '-0.1056'], [1742292840, '-0.224'], [1742292900, '0'], [1742292960, '-3.5765118'], [1742293020, '-3.5765118'], [1742293080, '-3.5765118'], [1742293140, '-0.0672'], [1742293200, '-0.0672'], [1742293260, '-0.0672'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '-0.290435'], [1742293740, '0'], [1742293800, '-0.1323631'], [1742293860, '-0.1344'], [1742293920, '-0.1056'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth99f3f7f', 'device': 'veth99f3f7f', 'dimension': 'received', 'family': 'veth99f3f7f', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0.2377504'], [1742292300, '0.2382437'], [1742292360, '0.2379875'], [1742292420, '0.2376541'], [1742292480, '0.2375441'], [1742292540, '0.2376113'], [1742292600, '0.2373115'], [1742292660, '0.2455952'], [1742292720, '0.2373855'], [1742292780, '0.2376514'], [1742292840, '0.2377979'], [1742292900, '0.2387246'], [1742292960, '0.4056402'], [1742293020, '0.4056402'], [1742293080, '0.4056402'], [1742293140, '0.4067724'], [1742293200, '0.4067724'], [1742293260, '0.4067724'], [1742293320, '0.4214296'], [1742293380, '0.4214296'], [1742293440, '0.4214296'], [1742293500, '0.4214296'], [1742293560, '0.4214296'], [1742293680, '0.6448001'], [1742293740, '0.6447999'], [1742293800, '0.6448'], [1742293860, '0.6448001'], [1742293920, '0.6447999'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth99f3f7f', 'device': 'veth99f3f7f', 'dimension': 'sent', 'family': 'veth99f3f7f', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.0672'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '-0.0985219'], [1742292300, '-0.0984819'], [1742292360, '-0.0986201'], [1742292420, '-0.098482'], [1742292480, '-0.0984364'], [1742292540, '-0.0984643'], [1742292600, '-0.09834'], [1742292660, '-0.0983559'], [1742292720, '-0.0983707'], [1742292780, '-0.0984808'], [1742292840, '-0.0985415'], [1742292900, '-0.0989256'], [1742292960, '-0.1680941'], [1742293020, '-0.1680941'], [1742293080, '-0.1680941'], [1742293140, '-0.1685632'], [1742293200, '-0.1685632'], [1742293260, '-0.1685632'], [1742293320, '-0.1687739'], [1742293380, '-0.1687739'], [1742293440, '-0.1687739'], [1742293500, '-0.1687739'], [1742293560, '-0.1687739'], [1742293680, '-0.2672'], [1742293740, '-0.2672'], [1742293800, '-0.2672'], [1742293860, '-0.2672'], [1742293920, '-0.2672'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth9a3cddd', 'device': 'veth9a3cddd', 'dimension': 'received', 'family': 'veth9a3cddd', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0.5529141'], [1742291700, '0.553094'], [1742291760, '0.5532753'], [1742291820, '0.4650062'], [1742291880, '0.4646918'], [1742291940, '0.4644633'], [1742292000, '0.4648814'], [1742292060, '0.4654336'], [1742292120, '0.4644213'], [1742292180, '0.4644821'], [1742292240, '0.464408'], [1742292300, '0.4643103'], [1742292360, '0.4645199'], [1742292420, '0.4643113'], [1742292480, '0.4642614'], [1742292540, '0.4643106'], [1742292600, '0.4641198'], [1742292660, '0.4641413'], [1742292720, '0.4641838'], [1742292780, '0.4643254'], [1742292840, '0.464414'], [1742292900, '0.4650488'], [1742292960, '0.4671741'], [1742293020, '0.4671741'], [1742293080, '0.4671741'], [1742293140, '0.6784'], [1742293200, '0.6784'], [1742293260, '0.6784'], [1742293320, '0.6784'], [1742293380, '0.6784'], [1742293440, '0.6784'], [1742293500, '0.6784'], [1742293560, '0.6784'], [1742293680, '0.5524143'], [1742293740, '0.5528493'], [1742293800, '0.4652332'], [1742293860, '0.4647514'], [1742293920, '0.4647329'], [1742293980, '0.5522954'], [1742294040, '0.5522954'], [1742294100, '0.5522954'], [1742294160, '0.5522954'], [1742294220, '0.5522954']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.veth9a3cddd', 'device': 'veth9a3cddd', 'dimension': 'sent', 'family': 'veth9a3cddd', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '-0.9806402'], [1742291700, '-0.9809592'], [1742291760, '-0.9812808'], [1742291820, '-0.8247279'], [1742291880, '-0.8241703'], [1742291940, '-0.8237651'], [1742292000, '-0.8245066'], [1742292060, '-0.825486'], [1742292120, '-0.8236906'], [1742292180, '-0.8237983'], [1742292240, '-0.823667'], [1742292300, '-0.8234936'], [1742292360, '-0.8238654'], [1742292420, '-0.8234955'], [1742292480, '-0.823407'], [1742292540, '-0.8234944'], [1742292600, '-0.8231558'], [1742292660, '-0.823194'], [1742292720, '-0.8232693'], [1742292780, '-0.8235204'], [1742292840, '-0.8236778'], [1742292900, '-0.8248037'], [1742292960, '-0.8285729'], [1742293020, '-0.8285729'], [1742293080, '-0.8285729'], [1742293140, '-1.2032001'], [1742293200, '-1.2032001'], [1742293260, '-1.2032001'], [1742293320, '-1.2032001'], [1742293380, '-1.2032001'], [1742293440, '-1.2032001'], [1742293500, '-1.2032001'], [1742293560, '-1.2032001'], [1742293680, '-0.9797536'], [1742293740, '-0.9805253'], [1742293800, '-0.8251305'], [1742293860, '-0.8242761'], [1742293920, '-0.8242433'], [1742293980, '-0.9795428'], [1742294040, '-0.9795428'], [1742294100, '-0.9795428'], [1742294160, '-0.9795428'], [1742294220, '-0.9795428']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha2aa000', 'device': 'vetha2aa000', 'dimension': 'received', 'family': 'vetha2aa000', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '126.2429146'], [1742291640, '121.7129258'], [1742291700, '121.8524132'], [1742291760, '121.9491742'], [1742291820, '122.3068326'], [1742291880, '121.9935498'], [1742291940, '122.0437518'], [1742292000, '122.1261316'], [1742292060, '122.4310438'], [1742292120, '125.8310844'], [1742292180, '133.1382262'], [1742292240, '265.25111'], [1742292300, '206.706824'], [1742292360, '175.3849478'], [1742292420, '122.6805626'], [1742292480, '123.3072876'], [1742292540, '121.9671796'], [1742292600, '122.3800878'], [1742292660, '122.7653942'], [1742292720, '122.1719276'], [1742292780, '122.5983808'], [1742292840, '123.367429'], [1742292900, '122.3655082'], [1742292960, '122.4293782'], [1742293020, '122.4293782'], [1742293080, '122.4293782'], [1742293140, '122.245463'], [1742293200, '122.245463'], [1742293260, '122.245463'], [1742293320, '122.3335028'], [1742293380, '122.3335028'], [1742293440, '122.3335028'], [1742293500, '122.3335028'], [1742293560, '122.3335028'], [1742293680, '120.9431094'], [1742293740, '121.3872008'], [1742293800, '121.6219096'], [1742293860, '121.506737'], [1742293920, '121.598494'], [1742293980, '122.44528'], [1742294040, '122.44528'], [1742294100, '122.44528'], [1742294160, '122.44528'], [1742294220, '122.44528']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha2aa000', 'device': 'vetha2aa000', 'dimension': 'sent', 'family': 'vetha2aa000', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-318.2468'], [1742291640, '-304.62702'], [1742291700, '-304.33032'], [1742291760, '-303.85132'], [1742291820, '-304.0118'], [1742291880, '-304.35196'], [1742291940, '-303.86478'], [1742292000, '-303.9132'], [1742292060, '-304.28988'], [1742292120, '-308.09004'], [1742292180, '-306.98522'], [1742292240, '-368.86142'], [1742292300, '-350.26462'], [1742292360, '-322.5169'], [1742292420, '-304.85774'], [1742292480, '-304.5157'], [1742292540, '-303.98604'], [1742292600, '-304.91962'], [1742292660, '-303.8675'], [1742292720, '-304.61584'], [1742292780, '-304.60762'], [1742292840, '-304.7229'], [1742292900, '-304.4066'], [1742292960, '-305.73864'], [1742293020, '-305.73864'], [1742293080, '-305.73864'], [1742293140, '-305.5379'], [1742293200, '-305.5379'], [1742293260, '-305.5379'], [1742293320, '-306.0674'], [1742293380, '-306.0674'], [1742293440, '-306.0674'], [1742293500, '-306.0674'], [1742293560, '-306.0674'], [1742293680, '-304.08646'], [1742293740, '-305.09386'], [1742293800, '-305.80592'], [1742293860, '-304.89264'], [1742293920, '-304.9941'], [1742293980, '-305.69986'], [1742294040, '-305.69986'], [1742294100, '-305.69986'], [1742294160, '-305.69986'], [1742294220, '-305.69986']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha3a291e', 'device': 'vetha3a291e', 'dimension': 'received', 'family': 'vetha3a291e', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0.1902769'], [1742293860, '0.304'], [1742293920, '0.3904'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha3a291e', 'device': 'vetha3a291e', 'dimension': 'sent', 'family': 'vetha3a291e', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '-0.2563731'], [1742293860, '-0.4096'], [1742293920, '-0.4288'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha68bc70', 'device': 'vetha68bc70', 'dimension': 'received', 'family': 'vetha68bc70', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.1698031'], [1742291640, '0.1833986'], [1742291700, '0.1832987'], [1742291760, '0.183468'], [1742291820, '0.1842931'], [1742291880, '0.1838431'], [1742291940, '0.1835159'], [1742292000, '0.184131'], [1742292060, '0.1849439'], [1742292120, '0.2684149'], [1742292180, '0.2684751'], [1742292240, '0.43793'], [1742292300, '0.4377996'], [1742292360, '0.438276'], [1742292420, '0.5833712'], [1742292480, '0.583162'], [1742292540, '0.8369194'], [1742292600, '0.8365567'], [1742292660, '0.9213467'], [1742292720, '0.9213693'], [1742292780, '0.9294524'], [1742292840, '0.9220195'], [1742292900, '0.8999988'], [1742292960, '1.2461789'], [1742293020, '1.2461789'], [1742293080, '1.2461789'], [1742293140, '1.064778'], [1742293200, '1.064778'], [1742293260, '1.064778'], [1742293320, '1.0656852'], [1742293380, '1.0656852'], [1742293440, '1.0656852'], [1742293500, '1.0656852'], [1742293560, '1.0656852'], [1742293680, '1.8334099'], [1742293740, '1.8331953'], [1742293800, '1.7947871'], [1742293860, '1.870182'], [1742293920, '1.8699266'], [1742293980, '0.3132477'], [1742294040, '0.3132477'], [1742294100, '0.3132477'], [1742294160, '0.3132477'], [1742294220, '0.3132477']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vetha68bc70', 'device': 'vetha68bc70', 'dimension': 'sent', 'family': 'vetha68bc70', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.5400544'], [1742291640, '-0.473534'], [1742291700, '-0.473276'], [1742291760, '-0.4766628'], [1742291820, '-0.4823618'], [1742291880, '-0.4740906'], [1742291940, '-0.4732468'], [1742292000, '-0.4878584'], [1742292060, '-0.5197458'], [1742292120, '-0.7527416'], [1742292180, '-0.7535004'], [1742292240, '-1.1829414'], [1742292300, '-1.2273706'], [1742292360, '-1.2729598'], [1742292420, '-1.5925098'], [1742292480, '-1.6451168'], [1742292540, '-2.267012'], [1742292600, '-2.234162'], [1742292660, '-2.5233188'], [1742292720, '-2.4740568'], [1742292780, '-2.489794'], [1742292840, '-2.4668592'], [1742292900, '-2.5167646'], [1742292960, '-3.3193176'], [1742293020, '-3.3193176'], [1742293080, '-3.3193176'], [1742293140, '-2.7599368'], [1742293200, '-2.7599368'], [1742293260, '-2.7599368'], [1742293320, '-2.8462084'], [1742293380, '-2.8462084'], [1742293440, '-2.8462084'], [1742293500, '-2.8462084'], [1742293560, '-2.8462084'], [1742293680, '-4.9760294'], [1742293740, '-5.0236032'], [1742293800, '-5.0101984'], [1742293860, '-5.0176878'], [1742293920, '-5.0363042'], [1742293980, '-0.8088034'], [1742294040, '-0.8088034'], [1742294100, '-0.8088034'], [1742294160, '-0.8088034'], [1742294220, '-0.8088034']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethce1d0f9', 'device': 'vethce1d0f9', 'dimension': 'received', 'family': 'vethce1d0f9', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '304.62616'], [1742291640, '305.18082'], [1742291700, '305.40372'], [1742291760, '305.24346'], [1742291820, '305.30756'], [1742291880, '305.22304'], [1742291940, '305.16012'], [1742292000, '305.3116'], [1742292060, '305.4847'], [1742292120, '305.7738'], [1742292180, '305.13976'], [1742292240, '305.13534'], [1742292300, '305.11296'], [1742292360, '305.13752'], [1742292420, '305.19938'], [1742292480, '305.2298'], [1742292540, '305.17314'], [1742292600, '305.283'], [1742292660, '305.16304'], [1742292720, '305.42038'], [1742292780, '305.2283'], [1742292840, '305.1218'], [1742292900, '304.99882'], [1742292960, '305.29662'], [1742293020, '305.29662'], [1742293080, '305.29662'], [1742293140, '304.7855'], [1742293200, '304.7855'], [1742293260, '304.7855'], [1742293320, '304.78256'], [1742293380, '304.78256'], [1742293440, '304.78256'], [1742293500, '304.78256'], [1742293560, '304.78256'], [1742293680, '305.5989'], [1742293740, '305.5508'], [1742293800, '305.40898'], [1742293860, '305.67348'], [1742293920, '305.5492'], [1742293980, '305.19814'], [1742294040, '305.19814'], [1742294100, '305.19814'], [1742294160, '305.19814'], [1742294220, '305.19814']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethce1d0f9', 'device': 'vethce1d0f9', 'dimension': 'sent', 'family': 'vethce1d0f9', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-5.5239144'], [1742291640, '-6.1119618'], [1742291700, '-6.111834'], [1742291760, '-6.1131966'], [1742291820, '-6.117064'], [1742291880, '-6.1141482'], [1742291940, '-6.1120246'], [1742292000, '-6.1165308'], [1742292060, '-6.1204188'], [1742292120, '-6.6489748'], [1742292180, '-6.1117152'], [1742292240, '-6.1110218'], [1742292300, '-6.1104382'], [1742292360, '-6.1127224'], [1742292420, '-6.1111722'], [1742292480, '-6.110281'], [1742292540, '-6.109601'], [1742292600, '-6.1088914'], [1742292660, '-6.1103924'], [1742292720, '-6.1105862'], [1742292780, '-6.1105642'], [1742292840, '-6.111956'], [1742292900, '-6.227831'], [1742292960, '-6.8452262'], [1742293020, '-6.8452262'], [1742293080, '-6.8452262'], [1742293140, '-6.8406136'], [1742293200, '-6.8406136'], [1742293260, '-6.8406136'], [1742293320, '-6.8405682'], [1742293380, '-6.8405682'], [1742293440, '-6.8405682'], [1742293500, '-6.8405682'], [1742293560, '-6.8405682'], [1742293680, '-6.5743896'], [1742293740, '-6.577571'], [1742293800, '-6.568903'], [1742293860, '-6.5761746'], [1742293920, '-6.5776894'], [1742293980, '-7.2612398'], [1742294040, '-7.2612398'], [1742294100, '-7.2612398'], [1742294160, '-7.2612398'], [1742294220, '-7.2612398']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethcfb212b', 'device': 'vethcfb212b', 'dimension': 'received', 'family': 'vethcfb212b', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0.8096001'], [1742291640, '2.030518'], [1742291700, '2.0300236'], [1742291760, '2.0982066'], [1742291820, '2.0354536'], [1742291880, '2.0329223'], [1742291940, '2.0310826'], [1742292000, '2.0346034'], [1742292060, '2.0389891'], [1742292120, '2.0307577'], [1742292180, '2.0982139'], [1742292240, '2.0299328'], [1742292300, '2.0296509'], [1742292360, '2.0308796'], [1742292420, '2.029889'], [1742292480, '2.0965132'], [1742292540, '2.0296049'], [1742292600, '2.0285721'], [1742292660, '2.0958918'], [1742292720, '2.0287491'], [1742292780, '2.0297388'], [1742292840, '2.0302301'], [1742292900, '2.1500454'], [1742292960, '2.936'], [1742293020, '2.936'], [1742293080, '2.936'], [1742293140, '2.8575999'], [1742293200, '2.8575999'], [1742293260, '2.8575999'], [1742293320, '2.8576'], [1742293380, '2.8576'], [1742293440, '2.8576'], [1742293500, '2.8576'], [1742293560, '2.8576'], [1742293680, '2.7073092'], [1742293740, '2.7107574'], [1742293800, '2.7681127'], [1742293860, '2.709214'], [1742293920, '2.7107471'], [1742293980, '2.9246325'], [1742294040, '2.9246325'], [1742294100, '2.9246325'], [1742294160, '2.9246325'], [1742294220, '2.9246325']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethcfb212b', 'device': 'vethcfb212b', 'dimension': 'sent', 'family': 'vethcfb212b', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-2.48'], [1742291640, '-3.5987934'], [1742291700, '-3.5982851'], [1742291760, '-3.7166114'], [1742291820, '-3.8028881'], [1742291880, '-3.7998594'], [1742291940, '-3.7976588'], [1742292000, '-3.8018427'], [1742292060, '-3.8071621'], [1742292120, '-3.797286'], [1742292180, '-3.864789'], [1742292240, '-3.7962768'], [1742292300, '-3.7959266'], [1742292360, '-3.797362'], [1742292420, '-3.7961458'], [1742292480, '-3.862639'], [1742292540, '-3.7957968'], [1742292600, '-3.794529'], [1742292660, '-3.861876'], [1742292720, '-3.7947464'], [1742292780, '-3.7959615'], [1742292840, '-3.796565'], [1742292900, '-3.9170072'], [1742292960, '-3.7104'], [1742293020, '-3.7104'], [1742293080, '-3.7104'], [1742293140, '-3.3936001'], [1742293200, '-3.3936001'], [1742293260, '-3.3936001'], [1742293320, '-3.3935999'], [1742293380, '-3.3935999'], [1742293440, '-3.3935999'], [1742293500, '-3.3935999'], [1742293560, '-3.3935999'], [1742293680, '-4.6279161'], [1742293740, '-4.6321005'], [1742293800, '-4.687343'], [1742293860, '-4.6302184'], [1742293920, '-4.6320953'], [1742293980, '-3.4606669'], [1742294040, '-3.4606669'], [1742294100, '-3.4606669'], [1742294160, '-3.4606669'], [1742294220, '-3.4606669']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethcff65b6', 'device': 'vethcff65b6', 'dimension': 'received', 'family': 'vethcff65b6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0.2374399'], [1742292600, '0.2371787'], [1742292660, '0.2372126'], [1742292720, '0.2372254'], [1742292780, '0.237474'], [1742292840, '0.2375995'], [1742292900, '0.2383038'], [1742292960, '0.4059628'], [1742293020, '0.4059628'], [1742293080, '0.4059628'], [1742293140, '0.4070626'], [1742293200, '0.4070626'], [1742293260, '0.4070626'], [1742293320, '0.4074358'], [1742293380, '0.4074358'], [1742293440, '0.4074358'], [1742293500, '0.4074358'], [1742293560, '0.4074358'], [1742293680, '0.6448'], [1742293740, '0.6448001'], [1742293800, '0.6448'], [1742293860, '0.6448'], [1742293920, '0.6448001'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethcff65b6', 'device': 'vethcff65b6', 'dimension': 'sent', 'family': 'vethcff65b6', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '-0.0672'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '-0.0983932'], [1742292600, '-0.098285'], [1742292660, '-0.098299'], [1742292720, '-0.1106659'], [1742292780, '-0.0984073'], [1742292840, '-0.0984593'], [1742292900, '-0.0987512'], [1742292960, '-0.1682277'], [1742293020, '-0.1682277'], [1742293080, '-0.1682277'], [1742293140, '-0.1686835'], [1742293200, '-0.1686835'], [1742293260, '-0.1686835'], [1742293320, '-0.1688381'], [1742293380, '-0.1688381'], [1742293440, '-0.1688381'], [1742293500, '-0.1688381'], [1742293560, '-0.1688381'], [1742293680, '-0.2672'], [1742293740, '-0.2672'], [1742293800, '-0.2672'], [1742293860, '-0.2672'], [1742293920, '-0.2672'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.vethe2b2c91', 'device': 'vethe2b2c91', 'dimension': 'received', 'family': 'vethe2b2c91', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '8.4705118'], [1742291640, '8.3920008'], [1742291700, '8.2384007'], [1742291760, '8.6074349'], [1742291820, '8.9199992'], [1742291880, '8.3951998'], [1742291940, '8.7059206'], [1742292000, '8.2624244'], [1742292060, '8.3839297'], [1742292120, '8.4823337'], [1742292180, '8.3920003'], [1742292240, '8.8157724'], [1742292300, '8.303271'], [1742292360, '8.6463865'], [1742292420, '8.6973114'], [1742292480, '8.8155786'], [1742292540, '8.5671833'], [1742292600, '8.8153838'], [1742292660, '8.4542594'], [1742292720, '8.6343461'], [1742292780, '8.4661279'], [1742292840, '8.8821724'], [1742292900, '9.2133357'], [1742292960, '8.9110254'], [1742293020, '8.9110254'], [1742293080, '8.9110254'], [1742293140, '8.8672438'], [1742293200, '8.8672438'], [1742293260, '8.8672438'], [1742293320, '9.0214164'], [1742293380, '9.0214164'], [1742293440, '9.0214164'], [1742293500, '9.0214164'], [1742293560, '9.0214164'], [1742293680, '8.8847996'], [1742293740, '8.9132037'], [1742293800, '9.3967997'], [1742293860, '9.2656003'], [1742293920, '8.942643'], [1742293980, '8.5664092'], [1742294040, '8.5664092'], [1742294100, '8.5664092'], [1742294160, '8.5664092'], [1742294220, '8.5664092']]",netdata_net_net_kilobits_persec_average
